book_x,chapter_number,section_number,engaged,access,book_y,submit,learning_duration,learning_duration_rounded
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,404.0,2023-04-19 22:34:15,College / Advanced Statistics and Data Science (ABCD),2023-04-26 16:04:47,6 days 17:30:32,6
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,8223.0,2023-04-26 16:04:53,College / Advanced Statistics and Data Science (ABCD),2023-05-02 23:37:11,6 days 07:32:18,6
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,494.0,2023-05-02 23:37:29,College / Advanced Statistics and Data Science (ABCD),2023-05-07 23:43:29,5 days 00:06:00,5
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,550.0,2023-05-07 23:43:33,College / Advanced Statistics and Data Science (ABCD),2023-05-08 04:41:54,0 days 04:58:21,0
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,331.0,2023-05-08 04:41:58,College / Advanced Statistics and Data Science (ABCD),2023-05-08 18:05:20,0 days 13:23:22,0
College / Statistics and Data Science (ABC),8.0,1.0,74.0,2023-02-11 05:05:46,College / Statistics and Data Science (ABC),2023-02-21 20:11:33,10 days 15:05:47,10
College / Statistics and Data Science (ABC),9.0,1.0,768.0,2023-03-06 00:21:12,College / Statistics and Data Science (ABC),2023-03-23 20:09:36,17 days 19:48:24,17
College / Statistics and Data Science (ABC),10.0,1.0,12558.0,2023-04-12 22:09:45,College / Statistics and Data Science (ABC),2023-04-25 20:04:41,12 days 21:54:56,12
College / Statistics and Data Science (ABC),11.0,1.0,5.0,2023-04-27 19:50:22,College / Statistics and Data Science (ABC),2023-05-04 21:25:21,7 days 01:34:59,7
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,4185.0,2023-04-03 20:49:49,College / Advanced Statistics and Data Science (ABCD),2023-04-06 05:08:22,2 days 08:18:33,2
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,1733.0,2023-04-03 21:29:53,College / Advanced Statistics and Data Science (ABCD),2023-04-06 20:56:58,2 days 23:27:05,2
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,2.0,2023-04-06 20:57:02,College / Advanced Statistics and Data Science (ABCD),2023-04-11 02:36:34,4 days 05:39:32,4
College / Advanced Statistics and Data Science (ABCD),4.0,1.0,957.0,2023-04-11 02:36:41,College / Advanced Statistics and Data Science (ABCD),2023-04-17 03:44:10,6 days 01:07:29,6
College / Advanced Statistics and Data Science (ABCD),5.0,1.0,5817.0,2023-04-17 03:48:27,College / Advanced Statistics and Data Science (ABCD),2023-04-17 22:38:41,0 days 18:50:14,0
College / Advanced Statistics and Data Science (ABCD),6.0,1.0,4859.0,2023-04-17 22:39:04,College / Advanced Statistics and Data Science (ABCD),2023-04-30 03:41:56,12 days 05:02:52,12
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,2033.0,2023-04-30 05:06:12,College / Advanced Statistics and Data Science (ABCD),2023-05-01 05:25:57,1 days 00:19:45,1
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,3100.0,2023-05-01 05:26:06,College / Advanced Statistics and Data Science (ABCD),2023-05-05 17:34:47,4 days 12:08:41,4
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,1359.0,2023-05-09 19:42:24,College / Advanced Statistics and Data Science (ABCD),2023-05-15 21:56:52,6 days 02:14:28,6
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,94.0,2023-05-15 21:57:09,College / Advanced Statistics and Data Science (ABCD),2023-05-30 05:32:51,14 days 07:35:42,14
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,0.0,2023-05-30 05:32:54,College / Advanced Statistics and Data Science (ABCD),2023-06-01 21:26:05,2 days 15:53:11,2
College / Advanced Statistics and Data Science (ABCD),13.0,1.0,8294.0,2023-06-03 22:47:45,College / Advanced Statistics and Data Science (ABCD),2023-06-11 22:09:36,7 days 23:21:51,7
College / Advanced Statistics and Data Science (ABCD),14.0,1.0,9278.0,2023-06-11 22:04:39,College / Advanced Statistics and Data Science (ABCD),2023-06-14 20:47:04,2 days 22:42:25,2
College / Statistics and Data Science (ABC),1.0,3.0,3301.0,2023-01-02 20:22:27,College / Statistics and Data Science (ABC),2023-01-04 02:50:03,1 days 06:27:36,1
College / Statistics and Data Science (ABC),2.0,1.0,489.0,2023-01-05 03:11:50,College / Statistics and Data Science (ABC),2023-01-09 19:57:40,4 days 16:45:50,4
College / Statistics and Data Science (ABC),3.0,1.0,1204.0,2023-01-06 04:52:19,College / Statistics and Data Science (ABC),2023-01-11 03:37:00,4 days 22:44:41,4
College / Statistics and Data Science (ABC),4.0,1.0,8197.0,2023-01-12 02:41:44,College / Statistics and Data Science (ABC),2023-01-13 07:14:43,1 days 04:32:59,1
College / Statistics and Data Science (ABC),5.0,1.0,268.0,2023-01-14 21:03:51,College / Statistics and Data Science (ABC),2023-01-19 00:22:35,4 days 03:18:44,4
College / Statistics and Data Science (ABC),6.0,1.0,2560.0,2023-01-19 00:22:42,College / Statistics and Data Science (ABC),2023-01-23 20:22:20,4 days 19:59:38,4
College / Statistics and Data Science (ABC),8.0,1.0,10473.0,2023-01-24 00:40:27,College / Statistics and Data Science (ABC),2023-01-24 22:27:56,0 days 21:47:29,0
College / Statistics and Data Science (ABC),9.0,1.0,60.0,2023-01-24 22:28:05,College / Statistics and Data Science (ABC),2023-01-26 20:35:56,1 days 22:07:51,1
College / Statistics and Data Science (ABC),10.0,1.0,2792.0,2023-01-26 20:30:16,College / Statistics and Data Science (ABC),2023-01-30 23:34:09,4 days 03:03:53,4
College / Statistics and Data Science (ABC),12.0,1.0,324.0,2023-01-31 20:42:33,College / Statistics and Data Science (ABC),2023-02-01 03:11:42,0 days 06:29:09,0
College / Statistics and Data Science (ABC),13.0,1.0,235923.0,2023-02-01 20:36:22,College / Statistics and Data Science (ABC),2023-02-01 22:10:16,0 days 01:33:54,0
College / Statistics and Data Science (ABC),1.0,3.0,1652.0,2023-01-25 00:18:34,College / Statistics and Data Science (ABC),2023-02-06 21:20:01,12 days 21:01:27,12
College / Statistics and Data Science (ABC),2.0,1.0,72.0,2023-01-25 01:16:13,College / Statistics and Data Science (ABC),2023-01-28 00:32:24,2 days 23:16:11,2
College / Statistics and Data Science (ABC),3.0,1.0,295.0,2023-01-31 23:55:28,College / Statistics and Data Science (ABC),2023-02-08 02:23:10,7 days 02:27:42,7
College / Statistics and Data Science (ABC),4.0,1.0,3366.0,2023-02-03 18:44:12,College / Statistics and Data Science (ABC),2023-02-10 22:55:39,7 days 04:11:27,7
College / Statistics and Data Science (ABC),5.0,1.0,1162.0,2023-02-14 05:10:30,College / Statistics and Data Science (ABC),2023-02-27 22:25:48,13 days 17:15:18,13
College / Statistics and Data Science (ABC),6.0,1.0,461.0,2023-02-22 01:00:00,College / Statistics and Data Science (ABC),2023-02-24 17:45:45,2 days 16:45:45,2
College / Statistics and Data Science (ABC),8.0,1.0,1157.0,2023-03-03 21:37:33,College / Statistics and Data Science (ABC),2023-03-17 20:54:55,13 days 23:17:22,13
College / Statistics and Data Science (ABC),9.0,1.0,1867.0,2023-03-13 20:25:08,College / Statistics and Data Science (ABC),2023-03-25 02:55:24,11 days 06:30:16,11
College / Statistics and Data Science (ABC),10.0,1.0,1417.0,2023-03-27 14:27:49,College / Statistics and Data Science (ABC),2023-04-02 22:58:10,6 days 08:30:21,6
College / Statistics and Data Science (ABC),11.0,1.0,2014.0,2023-04-02 22:58:26,College / Statistics and Data Science (ABC),2023-04-10 15:03:05,7 days 16:04:39,7
College / Statistics and Data Science (ABC),12.0,1.0,2596.0,2023-04-07 15:38:59,College / Statistics and Data Science (ABC),2023-04-14 15:45:26,7 days 00:06:27,7
College / Statistics and Data Science (ABC),13.0,1.0,38933.0,2023-04-14 15:46:29,College / Statistics and Data Science (ABC),2023-04-23 01:30:05,8 days 09:43:36,8
College / Statistics and Data Science (ABC),1.0,3.0,1624.0,2023-01-11 22:42:42,College / Statistics and Data Science (ABC),2023-01-15 00:59:53,3 days 02:17:11,3
College / Statistics and Data Science (ABC),2.0,1.0,0.0,2023-01-15 01:00:24,College / Statistics and Data Science (ABC),2023-01-15 22:31:56,0 days 21:31:32,0
College / Statistics and Data Science (ABC),3.0,1.0,0.0,2023-01-15 22:32:11,College / Statistics and Data Science (ABC),2023-01-21 23:49:12,6 days 01:17:01,6
College / Statistics and Data Science (ABC),4.0,1.0,16029.0,2023-01-21 23:49:18,College / Statistics and Data Science (ABC),2023-01-22 23:08:04,0 days 23:18:46,0
College / Statistics and Data Science (ABC),5.0,1.0,21497.0,2023-01-23 19:23:49,College / Statistics and Data Science (ABC),2023-01-26 04:51:01,2 days 09:27:12,2
College / Statistics and Data Science (ABC),6.0,1.0,0.0,2023-01-26 04:51:06,College / Statistics and Data Science (ABC),2023-02-01 04:25:58,5 days 23:34:52,5
College / Statistics and Data Science (ABC),8.0,1.0,7998.0,2023-02-08 00:44:08,College / Statistics and Data Science (ABC),2023-02-17 02:53:16,9 days 02:09:08,9
College / Statistics and Data Science (ABC),9.0,1.0,9155.0,2023-02-17 02:53:41,College / Statistics and Data Science (ABC),2023-02-21 22:59:18,4 days 20:05:37,4
College / Statistics and Data Science (ABC),10.0,1.0,8011.0,2023-03-01 22:54:47,College / Statistics and Data Science (ABC),2023-03-01 23:49:34,0 days 00:54:47,0
College / Statistics and Data Science (ABC),11.0,1.0,1382.0,2023-03-01 23:49:39,College / Statistics and Data Science (ABC),2023-03-07 23:49:07,5 days 23:59:28,5
College / Statistics and Data Science (ABC),12.0,1.0,8847.0,2023-03-07 23:49:12,College / Statistics and Data Science (ABC),2023-03-17 02:26:32,9 days 02:37:20,9
College / Statistics and Data Science (ABC),1.0,3.0,542.0,2023-01-25 04:37:32,College / Statistics and Data Science (ABC),2023-02-02 04:19:47,7 days 23:42:15,7
College / Statistics and Data Science (ABC),2.0,1.0,8256.0,2023-02-01 02:12:54,College / Statistics and Data Science (ABC),2023-03-13 05:42:47,40 days 03:29:53,40
College / Statistics and Data Science (ABC),3.0,1.0,0.0,2023-02-13 04:09:01,College / Statistics and Data Science (ABC),2023-03-20 04:10:44,35 days 00:01:43,35
College / Statistics and Data Science (ABC),4.0,2.0,1377.0,2023-03-20 04:11:24,College / Statistics and Data Science (ABC),2023-03-21 00:14:36,0 days 20:03:12,0
College / Statistics and Data Science (ABC),5.0,1.0,44906.0,2023-03-20 04:34:56,College / Statistics and Data Science (ABC),2023-03-20 06:16:02,0 days 01:41:06,0
College / Statistics and Data Science (ABC),8.0,1.0,14200.0,2023-04-05 01:40:44,College / Statistics and Data Science (ABC),2023-04-30 04:22:32,25 days 02:41:48,25
College / Statistics and Data Science (ABC),9.0,1.0,686.0,2023-04-10 06:13:42,College / Statistics and Data Science (ABC),2023-05-03 02:34:28,22 days 20:20:46,22
College / Statistics and Data Science (ABC),10.0,1.0,152450.0,2023-04-17 03:37:33,College / Statistics and Data Science (ABC),2023-04-17 05:53:46,0 days 02:16:13,0
College / Statistics and Data Science (ABC),11.0,1.0,25231.0,2023-04-28 17:40:07,College / Statistics and Data Science (ABC),2023-05-05 01:12:05,6 days 07:31:58,6
College / Statistics and Data Science (ABC),12.0,1.0,134642.0,2023-05-03 05:29:42,College / Statistics and Data Science (ABC),2023-05-03 06:23:38,0 days 00:53:56,0
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,1290.0,2023-04-06 21:42:14,College / Advanced Statistics and Data Science (ABCD),2023-04-06 22:18:23,0 days 00:36:09,0
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,311.0,2023-04-06 22:18:27,College / Advanced Statistics and Data Science (ABCD),2023-04-08 06:19:10,1 days 08:00:43,1
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,2665.0,2023-04-08 06:19:15,College / Advanced Statistics and Data Science (ABCD),2023-04-11 20:36:51,3 days 14:17:36,3
College / Advanced Statistics and Data Science (ABCD),4.0,1.0,1548.0,2023-04-11 20:36:57,College / Advanced Statistics and Data Science (ABCD),2023-04-21 00:27:38,9 days 03:50:41,9
College / Advanced Statistics and Data Science (ABCD),5.0,1.0,1956.0,2023-04-21 22:51:51,College / Advanced Statistics and Data Science (ABCD),2023-04-22 00:51:48,0 days 01:59:57,0
College / Advanced Statistics and Data Science (ABCD),6.0,1.0,132.0,2023-04-22 00:51:54,College / Advanced Statistics and Data Science (ABCD),2023-06-15 00:45:53,53 days 23:53:59,53
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,3675.0,2023-04-29 07:31:50,College / Advanced Statistics and Data Science (ABCD),2023-05-06 09:13:18,7 days 01:41:28,7
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,1877.0,2023-05-06 09:13:22,College / Advanced Statistics and Data Science (ABCD),2023-05-08 18:35:03,2 days 09:21:41,2
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,459.0,2023-05-13 06:39:10,College / Advanced Statistics and Data Science (ABCD),2023-05-13 08:05:10,0 days 01:26:00,0
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,13103.0,2023-05-13 08:03:25,College / Advanced Statistics and Data Science (ABCD),2023-05-20 16:58:32,7 days 08:55:07,7
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,359.0,2023-05-20 16:58:36,College / Advanced Statistics and Data Science (ABCD),2023-05-23 21:35:36,3 days 04:37:00,3
College / Advanced Statistics and Data Science (ABCD),13.0,1.0,52557.0,2023-05-28 05:23:49,College / Advanced Statistics and Data Science (ABCD),2023-05-29 06:38:30,1 days 01:14:41,1
College / Statistics and Data Science (ABC),1.0,3.0,6250.0,2023-01-06 00:44:42,College / Statistics and Data Science (ABC),2023-01-15 00:48:24,9 days 00:03:42,9
College / Statistics and Data Science (ABC),2.0,1.0,2832.0,2023-01-16 20:05:10,College / Statistics and Data Science (ABC),2023-01-17 02:52:11,0 days 06:47:01,0
College / Statistics and Data Science (ABC),3.0,1.0,1106.0,2023-01-23 02:58:46,College / Statistics and Data Science (ABC),2023-01-25 06:00:01,2 days 03:01:15,2
College / Statistics and Data Science (ABC),5.0,1.0,749.0,2023-01-30 03:20:51,College / Statistics and Data Science (ABC),2023-02-01 06:21:40,2 days 03:00:49,2
College / Statistics and Data Science (ABC),6.0,1.0,1227.0,2023-02-08 20:38:33,College / Statistics and Data Science (ABC),2023-02-10 04:18:36,1 days 07:40:03,1
College / Statistics and Data Science (ABC),8.0,1.0,789.0,2023-02-14 01:45:34,College / Statistics and Data Science (ABC),2023-02-20 23:38:57,6 days 21:53:23,6
College / Statistics and Data Science (ABC),8.0,1.0,664.0,2023-02-07 21:32:03,College / Statistics and Data Science (ABC),2023-02-21 20:02:33,13 days 22:30:30,13
College / Statistics and Data Science (ABC),9.0,1.0,798.0,2023-03-09 20:06:03,College / Statistics and Data Science (ABC),2023-03-23 18:50:51,13 days 22:44:48,13
College / Statistics and Data Science (ABC),10.0,1.0,7895.0,2023-04-13 17:44:28,College / Statistics and Data Science (ABC),2023-04-20 19:16:15,7 days 01:31:47,7
College / Statistics and Data Science (ABC),11.0,1.0,647.0,2023-04-27 20:07:15,College / Statistics and Data Science (ABC),2023-05-04 20:10:23,7 days 00:03:08,7
College / Statistics and Data Science (ABC),1.0,3.0,1194.0,2023-01-14 19:02:50,College / Statistics and Data Science (ABC),2023-01-15 07:54:32,0 days 12:51:42,0
College / Statistics and Data Science (ABC),2.0,1.0,1203.0,2023-01-22 21:08:48,College / Statistics and Data Science (ABC),2023-01-23 00:12:11,0 days 03:03:23,0
College / Statistics and Data Science (ABC),3.0,1.0,715.0,2023-01-29 01:26:08,College / Statistics and Data Science (ABC),2023-01-29 23:18:37,0 days 21:52:29,0
College / Statistics and Data Science (ABC),5.0,1.0,373.0,2023-01-31 00:51:57,College / Statistics and Data Science (ABC),2023-02-05 21:03:44,5 days 20:11:47,5
College / Statistics and Data Science (ABC),6.0,1.0,924.0,2023-02-15 03:31:56,College / Statistics and Data Science (ABC),2023-02-16 03:17:07,0 days 23:45:11,0
College / Statistics and Data Science (ABC),8.0,1.0,2674.0,2023-02-20 01:16:30,College / Statistics and Data Science (ABC),2023-02-26 01:33:13,6 days 00:16:43,6
College / Statistics and Data Science (ABC),1.0,3.0,3580.0,2023-01-25 00:13:56,College / Statistics and Data Science (ABC),2023-01-25 00:34:13,0 days 00:20:17,0
College / Statistics and Data Science (ABC),5.0,11.0,649.0,2023-01-29 18:55:32,College / Statistics and Data Science (ABC),2023-03-22 01:23:37,51 days 06:28:05,51
College / Statistics and Data Science (ABC),6.0,1.0,612.0,2023-01-29 19:03:03,College / Statistics and Data Science (ABC),2023-02-25 01:01:24,26 days 05:58:21,26
College / Statistics and Data Science (ABC),8.0,1.0,495.0,2023-03-14 20:00:23,College / Statistics and Data Science (ABC),2023-04-26 17:32:01,42 days 21:31:38,42
College / Statistics and Data Science (ABC),9.0,1.0,514.0,2023-04-10 18:02:41,College / Statistics and Data Science (ABC),2023-05-03 17:27:57,22 days 23:25:16,22
College / Statistics and Data Science (ABC),10.0,2.0,1746.0,2023-05-03 17:28:21,College / Statistics and Data Science (ABC),2023-05-05 18:48:19,2 days 01:19:58,2
College / Statistics and Data Science (ABC),11.0,4.0,1008.0,2023-05-05 18:49:59,College / Statistics and Data Science (ABC),2023-05-05 18:53:19,0 days 00:03:20,0
College / Statistics and Data Science (ABC),12.0,3.0,19936.0,2023-05-15 15:54:58,College / Statistics and Data Science (ABC),2023-05-15 15:57:29,0 days 00:02:31,0
College / Statistics and Data Science (ABC),1.0,3.0,16580.0,2023-01-09 18:17:26,College / Statistics and Data Science (ABC),2023-01-09 19:18:19,0 days 01:00:53,0
College / Statistics and Data Science (ABC),2.0,1.0,3116.0,2023-01-09 19:18:28,College / Statistics and Data Science (ABC),2023-01-15 00:43:45,5 days 05:25:17,5
College / Statistics and Data Science (ABC),3.0,1.0,2296.0,2023-01-15 00:43:51,College / Statistics and Data Science (ABC),2023-01-20 18:35:38,5 days 17:51:47,5
College / Statistics and Data Science (ABC),4.0,1.0,2834.0,2023-01-20 18:35:47,College / Statistics and Data Science (ABC),2023-01-22 01:06:45,1 days 06:30:58,1
College / Statistics and Data Science (ABC),5.0,1.0,6477.0,2023-01-24 01:58:02,College / Statistics and Data Science (ABC),2023-01-24 19:28:20,0 days 17:30:18,0
College / Statistics and Data Science (ABC),6.0,1.0,1508.0,2023-01-29 21:23:17,College / Statistics and Data Science (ABC),2023-02-03 22:43:24,5 days 01:20:07,5
College / Statistics and Data Science (ABC),8.0,1.0,1555.0,2023-02-08 21:35:13,College / Statistics and Data Science (ABC),2023-02-14 23:37:41,6 days 02:02:28,6
College / Statistics and Data Science (ABC),9.0,1.0,1.0,2023-02-14 23:38:00,College / Statistics and Data Science (ABC),2023-02-23 00:37:14,8 days 00:59:14,8
College / Statistics and Data Science (ABC),10.0,1.0,32956.0,2023-02-28 01:03:44,College / Statistics and Data Science (ABC),2023-03-19 20:33:35,19 days 19:29:51,19
College / Statistics and Data Science (ABC),11.0,1.0,9.0,2023-02-28 23:55:16,College / Statistics and Data Science (ABC),2023-03-08 07:42:09,7 days 07:46:53,7
College / Statistics and Data Science (ABC),12.0,1.0,2863.0,2023-03-12 22:58:59,College / Statistics and Data Science (ABC),2023-03-14 06:44:26,1 days 07:45:27,1
College / Statistics and Data Science (ABC),1.0,3.0,1272.0,2023-01-12 22:04:06,College / Statistics and Data Science (ABC),2023-01-14 02:23:23,1 days 04:19:17,1
College / Statistics and Data Science (ABC),2.0,1.0,399.0,2023-01-14 02:23:31,College / Statistics and Data Science (ABC),2023-01-17 19:29:43,3 days 17:06:12,3
College / Statistics and Data Science (ABC),3.0,1.0,1219.0,2023-01-18 00:56:13,College / Statistics and Data Science (ABC),2023-01-20 21:03:51,2 days 20:07:38,2
College / Statistics and Data Science (ABC),4.0,1.0,1053.0,2023-01-20 21:03:57,College / Statistics and Data Science (ABC),2023-01-22 00:11:26,1 days 03:07:29,1
College / Statistics and Data Science (ABC),5.0,1.0,8137.0,2023-01-23 22:15:53,College / Statistics and Data Science (ABC),2023-01-27 00:13:05,3 days 01:57:12,3
College / Statistics and Data Science (ABC),6.0,1.0,1144.0,2023-01-27 00:13:12,College / Statistics and Data Science (ABC),2023-02-03 21:12:47,7 days 20:59:35,7
College / Statistics and Data Science (ABC),8.0,1.0,2316.0,2023-02-08 23:03:43,College / Statistics and Data Science (ABC),2023-02-15 23:07:55,7 days 00:04:12,7
College / Statistics and Data Science (ABC),9.0,1.0,199.0,2023-02-15 23:08:01,College / Statistics and Data Science (ABC),2023-02-24 00:43:37,8 days 01:35:36,8
College / Statistics and Data Science (ABC),10.0,1.0,751.0,2023-02-28 23:08:16,College / Statistics and Data Science (ABC),2023-03-03 21:35:02,2 days 22:26:46,2
College / Statistics and Data Science (ABC),11.0,1.0,0.0,2023-03-03 21:35:07,College / Statistics and Data Science (ABC),2023-03-09 00:16:25,5 days 02:41:18,5
College / Statistics and Data Science (ABC),12.0,1.0,485.0,2023-03-14 23:07:01,College / Statistics and Data Science (ABC),2023-03-15 23:42:48,1 days 00:35:47,1
College / Statistics and Data Science (ABC),1.0,3.0,783.0,2023-01-26 00:04:07,College / Statistics and Data Science (ABC),2023-01-26 20:10:54,0 days 20:06:47,0
College / Statistics and Data Science (ABC),2.0,1.0,93.0,2023-01-26 20:11:14,College / Statistics and Data Science (ABC),2023-03-08 22:48:40,41 days 02:37:26,41
College / Statistics and Data Science (ABC),3.0,1.0,1403.0,2023-02-09 02:20:47,College / Statistics and Data Science (ABC),2023-03-08 22:46:40,27 days 20:25:53,27
College / Statistics and Data Science (ABC),4.0,1.0,417.0,2023-03-08 22:49:11,College / Statistics and Data Science (ABC),2023-03-09 03:26:57,0 days 04:37:46,0
College / Statistics and Data Science (ABC),5.0,1.0,1390.0,2023-04-04 00:37:47,College / Statistics and Data Science (ABC),2023-04-06 15:25:17,2 days 14:47:30,2
College / Statistics and Data Science (ABC),6.0,1.0,1822.0,2023-04-06 15:28:19,College / Statistics and Data Science (ABC),2023-04-19 22:35:33,13 days 07:07:14,13
College / Statistics and Data Science (ABC),8.0,2.0,15037.0,2023-05-13 17:54:27,College / Statistics and Data Science (ABC),2023-05-13 17:59:48,0 days 00:05:21,0
College / Statistics and Data Science (ABC),1.0,3.0,834.0,2023-01-19 13:40:44,College / Statistics and Data Science (ABC),2023-01-19 14:37:11,0 days 00:56:27,0
College / Statistics and Data Science (ABC),2.0,1.0,837.0,2023-01-19 14:37:17,College / Statistics and Data Science (ABC),2023-01-30 18:20:44,11 days 03:43:27,11
College / Statistics and Data Science (ABC),3.0,1.0,513.0,2023-01-31 20:35:06,College / Statistics and Data Science (ABC),2023-02-06 22:14:30,6 days 01:39:24,6
College / Statistics and Data Science (ABC),4.0,1.0,2687.0,2023-02-06 21:36:02,College / Statistics and Data Science (ABC),2023-02-13 20:12:41,6 days 22:36:39,6
College / Statistics and Data Science (ABC),5.0,1.0,788.0,2023-02-13 20:12:53,College / Statistics and Data Science (ABC),2023-02-27 19:23:34,13 days 23:10:41,13
College / Statistics and Data Science (ABC),6.0,1.0,2043.0,2023-02-27 19:23:39,College / Statistics and Data Science (ABC),2023-03-13 18:02:30,13 days 22:38:51,13
College / Statistics and Data Science (ABC),8.0,1.0,596.0,2023-03-20 16:54:35,College / Statistics and Data Science (ABC),2023-03-27 01:08:25,6 days 08:13:50,6
College / Statistics and Data Science (ABC),9.0,1.0,1107.0,2023-03-27 01:08:31,College / Statistics and Data Science (ABC),2023-04-09 03:53:09,13 days 02:44:38,13
College / Statistics and Data Science (ABC),10.0,1.0,1744.0,2023-04-09 16:21:24,College / Statistics and Data Science (ABC),2023-04-10 13:53:48,0 days 21:32:24,0
College / Statistics and Data Science (ABC),11.0,1.0,777.0,2023-04-10 13:53:53,College / Statistics and Data Science (ABC),2023-04-17 19:14:06,7 days 05:20:13,7
College / Statistics and Data Science (ABC),12.0,1.0,272.0,2023-04-17 19:14:09,College / Statistics and Data Science (ABC),2023-04-25 04:14:34,7 days 09:00:25,7
College / Statistics and Data Science (ABC),1.0,3.0,4371.0,2023-01-24 23:51:26,College / Statistics and Data Science (ABC),2023-01-30 04:26:19,5 days 04:34:53,5
College / Statistics and Data Science (ABC),2.0,1.0,519.0,2023-02-03 20:29:36,College / Statistics and Data Science (ABC),2023-02-14 09:11:00,10 days 12:41:24,10
College / Statistics and Data Science (ABC),3.0,1.0,492.0,2023-02-14 08:59:44,College / Statistics and Data Science (ABC),2023-02-18 03:54:43,3 days 18:54:59,3
College / Statistics and Data Science (ABC),4.0,1.0,0.0,2023-02-18 03:53:03,College / Statistics and Data Science (ABC),2023-04-15 04:46:59,56 days 00:53:56,56
College / Statistics and Data Science (ABC),5.0,1.0,1001.0,2023-03-14 20:09:05,College / Statistics and Data Science (ABC),2023-04-17 20:35:40,34 days 00:26:35,34
College / Statistics and Data Science (ABC),6.0,1.0,865.0,2023-04-04 20:02:49,College / Statistics and Data Science (ABC),2023-05-07 06:35:14,32 days 10:32:25,32
College / Statistics and Data Science (ABC),8.0,1.0,3386.0,2023-05-16 05:03:37,College / Statistics and Data Science (ABC),2023-05-18 07:39:48,2 days 02:36:11,2
College / Advanced Statistics and Data Science (ABCD),1.0,3.0,5223.0,2023-01-06 05:37:03,College / Advanced Statistics and Data Science (ABCD),2023-01-09 03:05:36,2 days 21:28:33,2
College / Advanced Statistics and Data Science (ABCD),2.0,1.0,1290.0,2023-01-09 03:05:46,College / Advanced Statistics and Data Science (ABCD),2023-01-11 06:05:11,2 days 02:59:25,2
College / Advanced Statistics and Data Science (ABCD),3.0,1.0,812.0,2023-01-16 05:42:18,College / Advanced Statistics and Data Science (ABCD),2023-01-17 03:02:11,0 days 21:19:53,0
College / Advanced Statistics and Data Science (ABCD),4.0,1.0,103.0,2023-01-17 03:02:16,College / Advanced Statistics and Data Science (ABCD),2023-01-23 06:39:14,6 days 03:36:58,6
College / Advanced Statistics and Data Science (ABCD),5.0,1.0,5417.0,2023-01-24 18:52:46,College / Advanced Statistics and Data Science (ABCD),2023-01-25 05:08:15,0 days 10:15:29,0
College / Advanced Statistics and Data Science (ABCD),6.0,1.0,760.0,2023-01-29 18:47:12,College / Advanced Statistics and Data Science (ABCD),2023-01-30 01:18:51,0 days 06:31:39,0
College / Advanced Statistics and Data Science (ABCD),8.0,1.0,588.0,2023-02-01 05:09:15,College / Advanced Statistics and Data Science (ABCD),2023-02-08 05:05:18,6 days 23:56:03,6
College / Advanced Statistics and Data Science (ABCD),9.0,1.0,1202.0,2023-02-08 05:05:27,College / Advanced Statistics and Data Science (ABCD),2023-02-13 00:03:57,4 days 18:58:30,4
College / Advanced Statistics and Data Science (ABCD),10.0,1.0,13655.0,2023-02-15 02:48:11,College / Advanced Statistics and Data Science (ABCD),2023-02-15 04:06:30,0 days 01:18:19,0
College / Advanced Statistics and Data Science (ABCD),11.0,1.0,637.0,2023-02-26 23:50:09,College / Advanced Statistics and Data Science (ABCD),2023-02-27 05:14:33,0 days 05:24:24,0
College / Advanced Statistics and Data Science (ABCD),12.0,1.0,4510.0,2023-03-01 02:45:35,College / Advanced Statistics and Data Science (ABCD),2023-03-01 06:29:08,0 days 03:43:33,0
College / Advanced Statistics and Data Science (ABCD),13.0,1.0,6564.0,2023-03-06 05:37:26,College / Advanced Statistics and Data Science (ABCD),2023-03-06 07:13:36,0 days 01:36:10,0
College / Advanced Statistics and Data Science (ABCD),14.0,1.0,8734.0,2023-03-08 03:11:14,College / Advanced Statistics and Data Science (ABCD),2023-03-08 07:17:56,0 days 04:06:42,0
College / Advanced Statistics and Data Science (ABCD),15.0,1.0,499.0,2023-03-13 03:58:57,College / Advanced Statistics and Data Science (ABCD),2023-03-17 20:51:18,4 days 16:52:21,4
